,DRAM,RF,SRAM,bench,buffer_KB,ctc100,cx,cxx,cxx2,dnn_name,dw_engines,fx,fx2,global_cycles,hxx,mac_utilization,pw1_engines,pw2_engines,total_energy,total_mac_units,wxx
60,1820249600.0,522126009.6,629139634.56,FCHW_SchedulePDP_hwcf,1582.17,18.06,112.0,112.0,84.0,mobilenet_v2,2.0,56.0,42.0,397065.375,9.0,50.6,8.0,6.0,2971515244.16,784.0,9.0
61,1900595200.0,521617224.96,712201776.0,FCHW_SchedulePDP_hwcf,1583.09,18.34,112.0,112.0,42.0,mobilenet_v2,2.0,56.0,84.0,440499.6875,9.0,39.7,8.0,6.0,3134414200.96,784.0,9.0
62,1448544000.0,311315815.68,907946818.2,FCHW_SchedulePDP_hwcf,1817.09,31.38,224.0,56.0,84.0,mobilenet_v2,2.0,112.0,42.0,200918.0625,45.0,44.31,8.0,6.0,2667806633.8799996,784.0,45.0
63,1529497600.0,325053502.08,853726174.96,FCHW_SchedulePDP_hwcf,1659.59,25.29,112.0,112.0,42.0,mobilenet_v2,2.0,56.0,84.0,257712.6875,27.0,35.8,8.0,6.0,2708277277.04,784.0,27.0
64,1526988800.0,325562286.72,781419297.52,FCHW_SchedulePDP_hwcf,1657.29,26.46,112.0,112.0,84.0,mobilenet_v2,2.0,56.0,42.0,218641.375,27.0,49.56,8.0,6.0,2633970384.24,784.0,27.0
65,1521766400.0,345177651.84,692396667.36,FCHW_SchedulePDP_hwcf,1608.91,24.21,112.0,112.0,84.0,mobilenet_v2,2.0,56.0,42.0,233828.375,18.0,50.64,8.0,6.0,2559340719.2000003,784.0,18.0
66,1408797600.0,291353331.84,1080572596.59,FCHW_SchedulePDP_hwcf,1964.79,30.99,224.0,56.0,42.0,mobilenet_v2,2.0,112.0,84.0,206847.3125,112.0,28.3,8.0,6.0,2780723528.4300003,784.0,112.0
67,1471379200.0,364023648.0,712933765.6,FCHW_SchedulePDP_hwcf,1611.21,26.41,224.0,56.0,84.0,mobilenet_v2,2.0,112.0,42.0,246780.0625,18.0,46.97,8.0,6.0,2548336613.6,784.0,18.0
68,1373988000.0,272511792.96,1114316881.71,FCHW_SchedulePDP_hwcf,1967.09,24.86,112.0,112.0,42.0,mobilenet_v2,2.0,56.0,84.0,241497.6875,112.0,33.4,8.0,6.0,2760816674.67,784.0,112.0
69,1469612800.0,344683157.76,794620171.76,FCHW_SchedulePDP_hwcf,1659.59,28.78,224.0,56.0,84.0,mobilenet_v2,2.0,112.0,42.0,222164.0625,27.0,45.31,8.0,6.0,2608916129.5200005,784.0,27.0
70,1529920000.0,344668867.2,769924984.8,FCHW_SchedulePDP_hwcf,1611.21,23.45,112.0,112.0,42.0,mobilenet_v2,2.0,56.0,84.0,270777.6875,18.0,37.64,8.0,6.0,2644513852.0,784.0,18.0
71,1414028800.0,281940904.32,1116353841.38,FCHW_SchedulePDP_hwcf,1953.21,25.69,112.0,112.0,42.0,mobilenet_v2,2.0,56.0,84.0,243254.6875,56.0,33.71,8.0,6.0,2812323545.7000003,784.0,56.0
72,1487257600.0,292003927.68,902730887.96,FCHW_SchedulePDP_hwcf,1814.79,28.19,112.0,112.0,84.0,mobilenet_v2,2.0,56.0,42.0,206188.375,45.0,49.31,8.0,6.0,2681992415.64,784.0,45.0
73,1439532800.0,315000921.6,931955162.4,FCHW_SchedulePDP_hwcf,1725.91,30.04,224.0,56.0,42.0,mobilenet_v2,2.0,112.0,84.0,219589.3125,36.0,30.56,8.0,6.0,2686488884.0,784.0,36.0
74,1477132800.0,291495143.04,967080613.4,FCHW_SchedulePDP_hwcf,1817.09,26.49,112.0,112.0,42.0,mobilenet_v2,2.0,56.0,84.0,245690.6875,45.0,34.61,8.0,6.0,2735708556.44,784.0,45.0
75,1484518400.0,296776404.48,898125490.08,FCHW_SchedulePDP_hwcf,1725.91,27.69,112.0,112.0,84.0,mobilenet_v2,2.0,56.0,42.0,208247.375,36.0,49.48,8.0,6.0,2679420294.56,784.0,36.0
76,1409273600.0,300692194.56,1076530452.26,FCHW_SchedulePDP_hwcf,1950.91,30.69,224.0,56.0,42.0,mobilenet_v2,2.0,112.0,84.0,210155.3125,56.0,28.73,8.0,6.0,2786496246.82,784.0,56.0
77,1445804800.0,315988385.28,903341420.32,FCHW_SchedulePDP_hwcf,1728.21,30.8,224.0,56.0,84.0,mobilenet_v2,2.0,112.0,42.0,205620.0625,36.0,44.64,8.0,6.0,2665134605.6000004,784.0,36.0
78,1424153600.0,282449688.96,1063371331.94,FCHW_SchedulePDP_hwcf,1950.91,27.34,112.0,112.0,84.0,mobilenet_v2,2.0,56.0,42.0,203752.375,56.0,48.78,8.0,6.0,2769974620.9,784.0,56.0
79,1415545600.0,301679658.24,1058648886.18,FCHW_SchedulePDP_hwcf,1953.21,31.53,224.0,56.0,84.0,mobilenet_v2,2.0,112.0,42.0,196186.0625,56.0,43.48,8.0,6.0,2775874144.42,784.0,56.0
80,1415069600.0,292340795.52,1062691030.51,FCHW_SchedulePDP_hwcf,1967.09,31.84,224.0,56.0,84.0,mobilenet_v2,2.0,112.0,42.0,193094.0625,112.0,43.13,8.0,6.0,2770101426.03,784.0,112.0
81,1670483200.0,540276203.52,651446396.8,FCHW_SchedulePDP_hwcf,1583.09,17.63,224.0,56.0,84.0,mobilenet_v2,2.0,112.0,42.0,434731.0625,9.0,47.22,8.0,6.0,2862205800.32,784.0,9.0
82,1679571200.0,539288739.84,695625482.88,FCHW_SchedulePDP_hwcf,1580.79,17.49,224.0,56.0,42.0,mobilenet_v2,2.0,112.0,84.0,456983.3125,9.0,38.08,8.0,6.0,2914485422.7200003,784.0,9.0
83,1442272000.0,310328352.0,936560560.28,FCHW_SchedulePDP_hwcf,1814.79,30.58,224.0,56.0,42.0,mobilenet_v2,2.0,112.0,84.0,214887.3125,45.0,30.0,8.0,6.0,2689160912.2799997,784.0,45.0
84,1880838400.0,540434257.92,659387835.52,CFHW_SchedulePDP_hwcf,1583.09,17.84,112.0,112.0,42.0,mobilenet_v2,2.0,56.0,84.0,574338.0625,9.0,38.48,8.0,6.0,3080660493.44,784.0,9.0
85,1265796000.0,412171522.08,1014873898.35,CFHW_SchedulePDP_hwcf,1967.09,25.25,224.0,56.0,84.0,mobilenet_v2,2.0,112.0,42.0,207419.375,112.0,40.19,8.0,6.0,2692841420.43,784.0,112.0
